Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,1096,0,165.4,201.4,0.3,0,13.76,12.70,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,34.59,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.010,1096,0,165.4,201.4,0.3,0,13.76,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,34.55,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.020,1096,0,165.4,201.4,0.3,0,13.78,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.02,36.52,13.86,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.030,1096,0,165.4,201.4,0.3,0,13.77,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.02,41.77,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.040,1096,0,165.4,201.4,0.3,0,13.76,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.02,45.13,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.050,1096,0,165.4,201.4,0.3,0,13.78,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,45.97,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.060,1096,0,165.4,201.4,0.3,0,13.77,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,45.50,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.070,1096,0,165.4,201.4,0.3,0,13.78,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,45.05,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.080,1096,0,165.4,201.4,0.3,0,13.77,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,45.27,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.090,1096,0,165.4,201.4,0.3,0,13.76,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,45.59,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.100,1096,0,165.4,201.4,0.3,0,13.76,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.00,45.52,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.110,1096,0,165.4,201.4,0.3,0,13.76,12.60,0.00,4.4,2.4,100.0,105.2,100.0,100.0,100.0,1.0,-3.4,0.01,45.38,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,93.5,0.0,100.0,10.5,100.0,
0.120,0,0,165.4,201.4,0.3,0,13.76,12.60,0.00,4.4,2.4,100.0,108.0,100.0,100.0,100.0,1.0,-3.4,0.02,45.40,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,92.5,0.0,100.0,0.0,100.0,
0.130,0,0,165.4,201.4,0.3,0,13.78,12.60,0.00,4.4,2.4,100.0,108.0,100.0,100.0,100.0,1.0,-3.4,0.01,45.22,13.88,169.0,201.4,0.00,0.0,7.36,13.38,100.0,92.5,0.0,100.0,0.0,100.0,
