Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,1017,7272,111.4,158.2,17.2,-3,13.09,11.60,2.70,4.6,5.2,100.0,116.2,100.0,100.0,100.0,12.7,0.0,0.26,44.59,13.85,149.2,161.8,0.00,0.0,7.36,13.20,100.0,16.5,0.0,55.0,10.0,100.0,
0.010,1017,7272,111.4,158.2,17.2,3,13.50,11.70,2.70,4.6,5.2,100.0,116.2,100.0,100.0,100.0,12.7,0.0,0.24,45.00,13.82,149.2,161.8,0.00,0.0,7.36,13.20,100.0,16.5,0.0,55.0,10.0,100.0,
0.020,0,7272,111.4,158.2,17.2,-3,13.68,11.70,2.70,4.6,5.2,100.0,116.9,100.0,100.0,100.0,12.7,0.0,0.18,45.27,13.78,149.2,161.8,0.00,0.0,7.36,13.20,100.0,0.5,0.0,68.5,0.0,100.0,
0.030,0,7272,111.4,158.2,17.2,3,13.78,11.60,2.70,4.6,5.2,100.0,116.9,100.0,100.0,100.0,12.7,0.0,0.12,45.13,13.79,149.2,161.8,0.00,0.0,7.36,13.20,100.0,0.5,0.0,68.5,0.0,100.0,
0.040,0,7272,111.4,158.2,17.2,-3,13.83,11.10,2.70,4.6,5.2,100.0,116.9,100.0,100.0,100.0,12.7,0.0,0.04,43.34,13.80,149.2,161.8,0.00,0.0,7.36,13.20,100.0,0.5,0.0,68.5,0.0,100.0,
0.050,999,0,111.4,158.2,17.2,3,13.85,10.40,2.83,4.7,5.9,100.0,116.2,100.0,100.0,100.0,11.1,0.0,0.00,41.55,13.81,149.2,161.8,0.00,0.0,7.36,13.16,100.0,16.0,0.0,55.0,9.5,100.0,
0.060,999,0,111.4,158.2,17.2,0,13.97,9.80,2.83,4.7,5.9,100.0,116.2,100.0,100.0,100.0,11.1,0.0,0.00,41.59,13.84,149.2,161.8,0.00,0.0,7.36,13.16,100.0,16.0,0.0,55.0,9.5,100.0,
0.070,999,0,111.4,158.2,17.2,-3,14.30,9.10,2.83,4.7,5.9,100.0,116.2,100.0,100.0,100.0,11.1,0.0,0.04,41.55,13.98,149.2,161.8,0.00,0.0,7.36,13.16,100.0,16.0,0.0,55.0,9.5,100.0,
0.080,999,0,111.4,158.2,17.2,3,14.14,8.50,2.83,4.7,5.9,100.0,116.2,100.0,100.0,100.0,11.1,0.0,0.13,41.07,13.75,149.2,161.8,0.00,0.0,7.36,13.16,100.0,16.0,0.0,55.0,9.5,100.0,
0.090,0,0,111.4,158.2,17.2,-3,14.04,8.60,2.83,4.7,5.9,100.0,116.9,100.0,100.0,100.0,11.1,0.0,0.17,40.95,13.77,149.2,161.8,0.00,0.0,7.36,13.16,100.0,0.5,0.0,68.5,0.0,100.0,
