Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,2317,10000,97.0,120.4,16.0,0,13.11,10.10,3.14,12.1,4.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.06,35.80,13.73,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.0,23.0,100.1,
0.010,2317,10000,97.0,120.4,16.0,0,13.26,10.30,3.14,12.1,4.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.09,38.40,13.80,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.0,23.0,100.1,
0.020,2015,-10000,97.0,120.4,16.0,0,13.49,10.60,2.98,10.0,7.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.10,36.82,13.84,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,20.0,100.1,
0.030,2015,-10000,97.0,120.4,16.0,0,13.67,10.80,2.98,10.0,7.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.12,40.20,13.83,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,20.0,100.1,
0.040,2015,-10000,97.0,120.4,16.0,0,13.87,11.00,2.98,10.0,7.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.11,41.75,13.88,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,20.0,100.1,
0.050,1869,-4548,97.0,120.4,16.0,0,13.27,11.30,3.00,9.3,8.6,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.10,41.70,13.69,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,18.5,100.1,
0.060,1869,-4548,97.0,120.4,16.0,0,12.95,12.20,3.00,9.3,8.6,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.12,44.32,13.84,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,18.5,100.1,
0.070,1869,-4548,97.0,120.4,16.0,0,13.20,12.50,3.00,9.3,8.6,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.14,43.20,13.82,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,18.5,100.1,
0.080,1869,-4548,97.0,120.4,16.0,0,13.46,12.70,3.00,9.3,8.6,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.11,44.65,13.83,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,18.5,100.1,
0.090,1488,-9454,97.0,120.4,16.0,0,13.66,12.80,2.70,6.7,9.4,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.11,45.77,13.86,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,14.5,100.1,
