Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,1858,10000,91.6,89.8,15.5,-2,12.96,10.50,3.35,10.4,4.9,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.04,38.63,13.86,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,20.0,18.5,100.2,
0.010,1858,10000,91.6,89.8,15.5,0,13.14,10.80,3.35,10.4,4.9,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.07,38.65,13.88,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,20.0,18.5,100.2,
0.020,1858,10000,91.6,89.8,15.6,2,13.39,11.80,3.35,10.4,4.9,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.03,38.13,13.92,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,20.0,18.5,100.2,
0.030,1454,10000,91.6,89.8,15.6,0,13.60,12.60,3.35,10.4,4.9,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.02,37.92,13.93,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,20.0,14.5,100.2,
0.040,1454,-9794,91.6,89.8,15.6,0,13.73,12.90,2.91,7.1,6.4,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.06,38.45,13.93,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,18.5,14.5,100.2,
0.050,1454,-9794,91.6,89.8,15.5,-2,13.78,13.00,2.91,7.1,6.4,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.12,37.70,13.92,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,18.5,14.5,100.2,
0.060,1454,-9794,91.6,89.8,15.6,2,13.96,13.00,2.91,7.1,6.4,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.09,37.77,13.98,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,18.5,14.5,100.2,
0.070,1454,-9794,91.6,89.8,15.6,0,13.54,13.00,2.91,7.1,6.4,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.03,37.82,13.77,88.0,88.0,0.00,0.0,7.36,13.97,100.0,0.0,0.0,18.5,14.5,100.2,
0.080,1251,-4232,91.6,89.8,15.6,0,12.89,13.00,2.83,5.9,7.2,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.05,37.63,13.85,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,15.5,12.5,100.2,
0.090,1251,-4232,91.6,89.8,15.6,0,12.82,13.00,2.83,5.9,7.2,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.09,37.45,13.90,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,15.5,12.5,100.2,
0.100,1251,-4232,91.6,89.8,15.6,0,13.17,13.00,2.83,5.9,7.2,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.14,37.45,13.90,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,15.5,12.5,100.2,
0.110,1251,-4232,91.6,89.8,15.5,-5,13.47,12.80,2.83,5.9,7.2,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.12,37.32,13.93,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,15.5,12.5,100.2,
0.120,1251,-4232,91.6,89.8,15.6,5,13.66,12.70,2.83,5.9,7.2,100.0,136.7,100.0,100.0,100.0,1.0,0.0,0.04,37.20,13.93,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,15.5,12.5,100.2,
0.130,0,-4232,91.6,89.8,15.5,-2,13.74,12.60,2.83,5.9,7.2,100.0,150.2,100.0,100.0,100.0,1.0,0.0,0.00,37.09,13.93,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,0.0,0.0,100.2,
0.140,0,-4232,91.6,89.8,15.6,2,13.79,12.70,2.83,5.9,7.2,100.0,150.2,100.0,100.0,100.0,1.0,0.0,0.00,37.07,13.93,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,0.0,0.0,100.2,
0.150,0,-4232,91.6,89.8,15.6,0,13.81,12.70,2.83,5.9,7.2,100.0,150.2,100.0,100.0,100.0,1.0,0.0,0.00,36.88,13.92,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,0.0,0.0,100.2,
0.160,0,-4232,91.6,89.8,15.6,0,13.84,12.70,2.83,5.9,7.2,100.0,150.2,100.0,100.0,100.0,1.0,0.0,0.00,36.92,13.92,88.0,88.0,0.00,0.0,7.36,13.73,100.0,0.0,0.0,0.0,0.0,100.2,
