Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,1537,10000,113.2,165.4,15.2,0,12.94,11.60,2.79,7.1,4.5,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.30,42.22,13.79,140.2,163.6,0.00,0.0,7.36,13.97,100.0,36.5,0.0,56.0,15.0,100.0,
0.010,0,10000,113.2,165.4,15.2,0,13.23,11.60,2.79,7.1,4.5,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.30,41.47,13.83,140.2,165.4,0.00,0.0,7.36,13.97,100.0,19.0,0.0,72.5,0.0,100.0,
0.020,0,10000,113.2,165.4,15.2,0,13.52,11.60,2.79,7.1,4.5,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.28,43.67,13.83,140.2,165.4,0.00,0.0,7.36,13.97,100.0,19.0,0.0,72.5,0.0,100.0,
0.030,0,10000,113.2,165.4,15.2,0,13.94,11.20,2.79,7.1,4.5,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.08,41.67,14.03,140.2,165.4,0.00,0.0,7.36,13.97,100.0,19.0,0.0,72.5,0.0,100.0,
0.040,1119,0,115.0,165.4,15.2,0,14.93,10.50,2.78,5.2,5.6,100.0,115.2,100.0,100.0,100.0,1.0,0.0,0.11,41.22,14.20,140.2,165.4,0.00,0.0,7.36,13.44,100.0,31.5,0.0,60.5,11.0,100.0,
0.050,0,0,115.0,165.4,15.2,0,15.69,9.80,2.78,5.2,5.6,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.11,40.13,14.26,140.2,165.4,0.00,0.0,7.36,13.44,100.0,19.0,0.0,72.5,0.0,100.0,
0.061,0,0,115.0,165.4,15.2,0,15.86,8.90,2.78,5.2,5.6,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.06,41.07,14.20,140.2,165.4,0.00,0.0,7.36,13.44,100.0,19.0,0.0,72.5,0.0,100.0,
0.070,0,0,115.0,165.4,15.2,0,15.35,8.60,2.78,5.2,5.6,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.05,39.92,14.00,140.2,165.4,0.00,0.0,7.36,13.44,100.0,19.0,0.0,72.5,0.0,100.0,
0.080,0,0,115.0,165.4,15.2,0,14.72,8.80,2.78,5.2,5.6,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.05,39.50,13.85,140.2,165.4,0.00,0.0,7.36,13.44,100.0,19.0,0.0,72.5,0.0,100.0,
0.090,0,0,115.0,165.4,15.2,0,14.23,9.20,2.78,5.2,5.6,100.0,115.9,100.0,100.0,100.0,1.0,0.0,0.08,39.59,13.78,140.2,165.4,0.00,0.0,7.36,13.44,100.0,19.0,0.0,72.5,0.0,100.0,
