Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,1420,10000,115.0,163.6,15.2,-2,13.05,11.50,2.72,6.4,5.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.38,44.25,13.80,142.0,163.6,0.00,0.0,7.36,13.97,100.0,32.0,0.0,55.0,14.0,100.0,
0.010,1420,10000,115.0,163.6,15.2,0,13.34,11.50,2.72,6.4,5.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.35,43.00,13.83,142.0,163.6,0.00,0.0,7.36,13.97,100.0,32.0,0.0,55.0,14.0,100.0,
0.020,0,10000,115.0,163.6,15.2,0,13.60,11.50,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.29,44.05,13.85,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.030,0,10000,115.0,163.6,15.2,0,13.75,11.00,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.20,43.97,13.82,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.040,0,10000,115.0,163.6,15.2,0,13.98,10.30,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.09,42.88,13.93,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.050,0,10000,115.0,163.6,15.2,0,14.58,9.60,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.17,42.15,14.07,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.060,0,10000,115.0,163.6,15.2,2,14.61,8.80,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.18,41.50,13.88,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.070,0,10000,116.8,163.6,15.2,-2,14.37,8.40,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.20,41.40,13.89,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.081,0,10000,116.8,163.6,15.2,0,14.10,8.60,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,41.07,13.74,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.090,0,10000,116.8,163.6,15.2,0,13.96,9.10,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,40.59,13.86,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.100,0,10000,116.8,163.6,15.2,0,13.90,9.50,2.72,6.4,5.4,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,40.38,13.85,142.0,163.6,0.00,0.0,7.36,13.97,100.0,14.5,0.0,71.5,0.0,100.0,
0.110,502,0,116.8,163.6,15.2,2,13.89,9.80,3.14,2.6,5.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.21,40.02,13.84,142.0,163.6,0.00,0.0,7.36,12.94,100.0,20.5,0.0,66.0,5.0,100.0,
0.120,502,0,116.8,163.6,15.2,-2,13.93,10.10,3.14,2.6,5.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.18,39.77,13.84,142.0,163.6,0.00,0.0,7.36,12.94,100.0,20.5,0.0,66.0,5.0,100.0,
0.130,502,0,116.8,163.6,15.2,2,13.95,10.40,3.14,2.6,5.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.18,39.65,13.83,142.0,163.6,0.00,0.0,7.36,12.94,100.0,20.5,0.0,66.0,5.0,100.0,
