Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.000,1076,8953,116.8,165.4,15.2,0,13.10,11.60,2.65,4.8,4.6,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.26,44.77,13.83,140.2,163.6,0.00,0.0,7.36,13.33,100.0,31.0,0.0,61.0,10.5,100.0,
0.010,0,8953,116.8,165.4,15.2,0,13.45,11.70,2.65,4.8,4.6,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.25,45.27,13.82,140.2,163.6,0.00,0.0,7.36,13.33,100.0,19.0,0.0,72.5,0.0,100.0,
0.020,0,8953,116.8,165.4,15.2,2,13.65,11.70,2.65,4.8,4.6,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,45.20,13.83,140.2,163.6,0.00,0.0,7.36,13.33,100.0,19.0,0.0,72.5,0.0,100.0,
0.030,0,8953,116.8,165.4,15.2,-2,13.76,11.30,2.65,4.8,4.6,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.15,43.34,13.82,140.2,163.6,0.00,0.0,7.36,13.33,100.0,19.0,0.0,72.5,0.0,100.0,
0.040,0,8953,116.8,165.4,15.2,0,13.82,10.60,2.65,4.8,4.6,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.10,41.55,13.83,140.2,163.6,0.00,0.0,7.36,13.33,100.0,19.0,0.0,72.5,0.0,100.0,
0.050,1018,0,116.8,165.4,15.2,0,13.87,9.80,2.92,5.0,5.5,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.05,41.55,13.83,142.0,163.6,0.00,0.0,7.36,13.20,100.0,30.5,0.0,61.5,10.0,100.0,
0.060,1018,0,116.8,165.4,15.2,0,14.13,9.10,2.92,5.0,5.5,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,41.07,14.07,140.2,163.6,0.00,0.0,7.36,13.20,100.0,30.5,0.0,61.5,10.0,100.0,
0.070,1018,0,116.8,165.4,15.2,0,14.47,8.40,2.92,5.0,5.5,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.10,40.72,13.97,140.2,163.6,0.00,0.0,7.36,13.20,100.0,30.5,0.0,61.5,10.0,100.0,
0.080,0,0,116.8,165.4,15.2,0,14.32,8.30,2.92,5.0,5.5,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.13,40.38,13.85,140.2,163.6,0.00,0.0,7.36,13.20,100.0,19.0,0.0,72.5,0.0,100.0,
0.090,0,0,116.8,165.4,15.2,0,14.13,8.60,2.92,5.0,5.5,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.14,40.25,13.85,142.0,163.6,0.00,0.0,7.36,13.20,100.0,19.0,0.0,72.5,0.0,100.0,
0.100,0,0,116.8,165.4,15.2,0,14.01,9.10,2.92,5.0,5.5,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.14,39.80,13.82,140.2,163.6,0.00,0.0,7.36,13.20,100.0,19.0,0.0,72.5,0.0,100.0,
0.110,0,0,116.8,165.4,15.2,2,13.95,9.60,2.92,5.0,5.5,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.12,39.59,13.84,142.0,163.6,0.00,0.0,7.36,13.20,100.0,19.0,0.0,72.5,0.0,100.0,
0.120,778,0,116.8,165.4,15.2,-2,13.92,9.90,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.10,39.30,13.83,142.0,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.133,778,0,116.8,165.4,15.2,2,13.90,10.10,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.10,39.09,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.140,778,0,116.8,165.4,15.2,-2,13.89,10.30,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.10,38.95,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.150,778,0,116.8,165.4,15.2,0,13.89,10.20,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.10,39.88,13.83,142.0,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.160,778,0,116.8,165.4,15.2,0,13.89,10.00,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.09,40.40,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.170,778,0,116.8,165.4,15.2,0,13.89,9.60,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,40.42,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.180,778,0,116.8,165.4,15.2,0,13.89,9.30,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,40.25,13.82,140.2,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.190,778,0,116.8,165.4,15.2,0,13.89,9.40,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,39.92,13.83,142.0,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.200,778,0,116.8,165.4,15.2,0,13.89,9.70,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.05,39.67,13.80,140.2,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.210,778,0,116.8,165.4,15.2,0,13.89,10.10,3.10,4.0,5.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.10,36.40,13.83,142.0,163.6,0.00,0.0,7.36,12.94,100.0,28.0,0.0,64.0,7.5,100.0,
0.220,0,0,116.8,165.4,15.2,0,13.89,10.40,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.17,38.92,13.82,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.230,0,0,116.8,165.4,15.2,0,13.89,10.60,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.18,40.84,13.84,142.0,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.240,0,0,116.8,165.4,15.2,0,13.89,10.90,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,39.02,13.82,142.0,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.250,0,0,116.8,165.4,15.2,0,13.89,11.00,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,39.63,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.260,0,0,116.8,165.4,15.2,2,13.89,11.20,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,39.63,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.270,0,0,116.8,165.4,15.2,-2,13.89,11.30,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.18,38.88,13.83,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.280,0,0,116.8,165.4,15.2,2,13.91,11.50,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.14,38.84,13.83,142.0,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.290,0,0,116.8,165.4,15.2,-2,13.86,11.50,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.13,38.84,13.80,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.300,0,0,116.8,165.4,15.2,0,13.75,11.60,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.10,38.45,13.78,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.310,0,0,116.8,165.4,15.2,0,13.54,11.60,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.12,38.25,13.78,142.0,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.320,0,0,116.8,165.4,15.2,0,13.30,11.70,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.14,38.17,13.77,142.0,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.330,0,0,116.8,165.4,15.2,2,13.13,11.70,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.15,37.92,13.79,142.0,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.340,0,0,116.8,165.4,15.2,-2,13.08,11.70,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.18,37.70,13.79,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.350,0,0,116.8,165.4,15.2,0,13.17,11.70,3.10,4.0,5.7,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.18,37.59,13.79,140.2,163.6,0.00,0.0,7.36,12.94,100.0,19.0,0.0,72.5,0.0,100.0,
0.360,255,0,116.8,165.4,15.2,0,13.36,11.70,2.72,1.2,4.8,100.0,116.4,100.0,100.0,100.0,1.0,0.0,0.21,37.50,13.82,142.0,163.6,0.00,0.0,7.36,12.94,100.0,22.0,0.0,70.0,2.5,100.0,
